,0
2007-01-01,0.6362631063362016
2007-02-01,-5.537272718806719
2007-03-01,7.3653550572656155
2007-04-01,-3.25064690192343
2007-05-01,12.44929808229519
2007-06-01,0.8942971413386145
2007-07-01,-4.741274011511155
2007-08-01,9.018995814925212
2007-09-01,-8.091992453396664
2007-10-01,-1.9745283126988538
2007-11-01,3.191113254417598
2007-12-01,-6.351151043290827
2008-01-01,3.2007183349460604
2008-02-01,7.518948930129966
2008-03-01,-7.1684433302354496
2008-04-01,0.9285595293513058
2008-05-01,10.315420324409747
2008-06-01,-2.3778084858093793
2008-07-01,6.896877976381983
2008-08-01,0.6112885754415416
2008-09-01,-3.6180323719694556
2008-10-01,-10.501730662554852
2008-11-01,-22.901581875473074
2008-12-01,-20.998447633574358
2009-01-01,2.6176303593320256
2009-02-01,-5.770748045328048
2009-03-01,-18.171606409462015
2009-04-01,-1.7752868984437935
2009-05-01,-6.431634124649218
2009-06-01,0.8919365109189412
2009-07-01,6.060325953156006
2009-08-01,3.270745382013935
2009-09-01,-2.9428780948851667
2009-10-01,-1.854434023450895
2009-11-01,-8.555425561882078
2009-12-01,-2.7309621884321587
2010-01-01,3.206433154007101
2010-02-01,0.8969938380786857
2010-03-01,11.5226106485768
2010-04-01,15.589794855766486
2010-05-01,-2.6139029334583306
2010-06-01,0.12011227498682597
2010-07-01,0.8012692622587103
2010-08-01,-8.868117404416203
2010-09-01,0.06038796644700284
2010-10-01,-6.229766050282538
2010-11-01,1.8199450944272368
2010-12-01,4.657313463249011
2011-01-01,4.48184027123304
2011-02-01,6.714930547789891
2011-03-01,12.115521634614309
2011-04-01,11.41570918115079
2011-05-01,-5.841095962881962
2011-06-01,1.9888121124735845
2011-07-01,-6.0893107708999885
2011-08-01,-3.049420102128373
2011-09-01,1.3084687339751682
2011-10-01,-9.634489919682554
2011-11-01,0.20028374839564522
2011-12-01,1.1640441922051536
2012-01-01,-1.6140129435698611
2012-02-01,21.31902451316091
2012-03-01,16.031400272882934
2012-04-01,0.19655762525880682
2012-05-01,4.266180437034297
2012-06-01,-6.862140748367648
2012-07-01,-12.266064498323988
2012-08-01,3.548143956372691
2012-09-01,-7.120562009686317
2012-10-01,-3.860815604864345
2012-11-01,5.448185275543391
2012-12-01,-6.783587193478979
2013-01-01,6.505838697926293
2013-02-01,4.35787022741431
2013-03-01,6.106519973410796
2013-04-01,3.0831878274563866
2013-05-01,9.02007272200412
2013-06-01,-7.331581540577855
2013-07-01,2.3880354733776805
2013-08-01,6.294293521330566
2013-09-01,-8.232232082594997
2013-10-01,0.2956498894827151
2013-11-01,2.3722919730348733
2013-12-01,-7.529129284282192
2014-01-01,-1.817735052874383
2014-02-01,-3.957605101587035
2014-03-01,1.1114746891247465
2014-04-01,10.780004222835688
2014-05-01,11.784940566671157
2014-06-01,-6.860351748189186
2014-07-01,4.367081318006409
2014-08-01,2.5014894466618003
2014-09-01,-0.922882870009424
2014-10-01,3.1036156256700425
2014-11-01,-0.39419390318930736
2014-12-01,2.994987429858213
2015-01-01,0.020028653452442313
2015-02-01,-10.023127974892702
2015-03-01,1.5997511107873934
2015-04-01,4.623683690404876
2015-05-01,2.803371035653317
2015-06-01,-1.560974028959305
2015-07-01,9.47804729124
2015-08-01,-2.0123169985754643
2015-09-01,0.9799290885123142
2015-10-01,-0.5864173996180879
2015-11-01,-5.035594270865875
2015-12-01,7.6630648776836665
2016-01-01,-11.447784750257227
2016-02-01,7.139896021308687
2016-03-01,5.991750706963385
2016-04-01,1.7602602769067364
2016-05-01,-4.351603346156065
2016-06-01,2.2528175796882293
2016-07-01,-2.263007844457025
2016-08-01,0.12597966303574282
2016-09-01,2.6492993448846747
2016-10-01,-7.663741612205743
2016-11-01,4.124596477340685
2016-12-01,12.593743628407253
2017-01-01,-7.21452201377528
2017-02-01,-9.610619612338382
2017-03-01,9.038355220425045
2017-04-01,-0.5872370016789699
2017-05-01,4.6857785738162825
2017-06-01,0.8142707661907762
2017-07-01,-6.79357095534424
2017-08-01,-0.28949490594768434
2017-09-01,4.25138089914001
2017-10-01,-3.8127935470408856
2017-11-01,16.017903009704366
2017-12-01,6.570393032857339
2018-01-01,-3.568567351342523
2018-02-01,-13.824563166655935
2018-03-01,10.571480457852543
2018-04-01,-9.76652778080168
2018-05-01,13.982529737761997
2018-06-01,-0.05258931304755965
2018-07-01,-1.188251245331731
2018-08-01,6.609403124166398
2018-09-01,-9.338074687842116
2018-10-01,6.354166647850545
2018-11-01,19.6367318813226
2018-12-01,-15.092009164525336
2019-01-01,-4.026753374642311
2019-02-01,-19.76517314629018
2019-03-01,-0.7228498304685913
2019-04-01,2.7781022189099946
2019-05-01,13.583642845485674
2019-06-01,-6.558990519613457
2019-07-01,9.034323317370717
2019-08-01,11.699876766068748
2019-09-01,-11.062674498950024
2019-10-01,6.092848316458341
2019-11-01,16.252351764832962
2019-12-01,4.8678851801095675
2020-01-01,8.091462415165012
2020-02-01,4.404004925800791
2020-03-01,-33.04279496748825
2020-04-01,-78.41274170859415
2020-05-01,-8.86949465651308
2020-06-01,19.740521902620646
2020-07-01,31.031888365307918
2020-08-01,9.8274074565878
2020-09-01,22.30578877141952
2020-10-01,24.756805591110147
2020-11-01,-0.6660927842352637
2020-12-01,
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
